"","CONTROL","AGE1","METRO3","REGION","LMED","FMR","L30","L50","L80","IPOV","BEDRMS","BUILT","STATUS","TYPE","VALUE","VACANCY","TENURE","NUNITS","ROOMS","WEIGHT","PER","ZINC2","ZADEQ","ZSMHC","STRUCTURETYPE","OWNRENT","UTILITY","OTHERCOST","COST06","COST12","COST08","COSTMED","TOTSAL","ASSISTED","GLMED","GL30","GL50","GL80","APLMED","ABL30","ABL50","ABL80","ABLMED","BURDEN","INCRELAMIPCT","INCRELAMICAT","INCRELPOVPCT","INCRELPOVCAT","INCRELFMRPCT","INCRELFMRCAT","COST06RELAMIPCT","COST06RELAMICAT","COST06RELPOVPCT","COST06RELPOVCAT","COST06RELFMRPCT","COST06RELFMRCAT","COST08RELAMIPCT","COST08RELAMICAT","COST08RELPOVPCT","COST08RELPOVCAT","COST08RELFMRPCT","COST08RELFMRCAT","COST12RELAMIPCT","COST12RELAMICAT","COST12RELPOVPCT","COST12RELPOVCAT","COST12RELFMRPCT","COST12RELFMRCAT","COSTMedRELAMIPCT","COSTMedRELAMICAT","COSTMedRELPOVPCT","COSTMedRELPOVCAT","COSTMedRELFMRPCT","COSTMedRELFMRCAT","FMTZADEQ","FMTMETRO3","FMTBUILT","FMTSTRUCTURETYPE","FMTBEDRMS","FMTOWNRENT","FMTCOST06RELPOVCAT","FMTCOST08RELPOVCAT","FMTCOST12RELPOVCAT","FMTCOSTMEDRELPOVCAT","FMTINCRELPOVCAT","FMTCOST06RELFMRCAT","FMTCOST08RELFMRCAT","FMTCOST12RELFMRCAT","FMTCOSTMEDRELFMRCAT","FMTINCRELFMRCAT","FMTCOST06RELAMICAT","FMTCOST08RELAMICAT","FMTCOST12RELAMICAT","FMTCOSTMEDRELAMICAT","FMTINCRELAMICAT","FMTASSISTED","FMTBURDEN","FMTREGION","FMTSTATUS"
"18806","'304622360143'",37,"'2'","'2'",65014,1130,20998,34969,55931,27539,4,1990,"'1'",1,130000,-6,"'1'",1,7,3547.1194367,5,44974,"'1'",543,1,"'1'",268.33333333,100,1232.3074478,1734.3100717,1389.3378848,1123.6551458,45000,-9,65014,20998,34969,55931,70215.12,22553.407407,37559.296296,60074.037037,75416.24,0.1448837106,64.051731308,4,163.3102146,3,99.5,2,65.360322804,4,178.99087807,3,109.05375644,3,73.689056085,4,201.79932238,4,122.95025529,3,91.986026974,5,251.9060346,4,153.47876741,3,59.597516176,3,163.20928804,3,99.43850848,2,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'4 4BR+'","'1 Owner'","'3 150-200% Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"57333","'999900011049'",81,"'1'","'3'",72531,729,15362,25543,40906,11096,1,1995,"'1'",1,-6,-6,"'2'",33,3,98.628014084,1,9480,"'1'",710,4,"'2'",41,0,710,710,710,710,0,1,72531,15362,25543,40906,50771.7,16459.285714,27367.5,43827.857143,54398.25,0.8987341772,18.671819143,1,85.436193223,1,32.510288066,1,52.207561824,3,255.9480894,4,97.393689986,2,52.207561824,3,255.9480894,4,97.393689986,2,52.207561824,3,255.9480894,4,97.393689986,2,52.207561824,3,255.9480894,4,97.393689986,2,"'1 Adequate'","'Central City'","'1990-1999'","'4 20-49 units'","'1 1BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'3 50% or More'","'-5'","'-5'"
"22526","'389161930143'",34,"'1'","'1'",76291,994,23368,38953,58988,23529,2,1950,"'1'",1,140000,-6,"'1'",1,5,2740.8763753,4,41974,"'1'",1355,1,"'1'",269.83333333,35,1235.266995,1775.8852055,1404.3766964,1118.2568237,42000,-9,76291,23368,38953,58988,76291,21031.2,35057.7,53089.2,68661.9,0.3873826655,55.01828525,3,178.39262187,3,105.56841046,3,71.962296122,4,209.99906414,4,124.2723335,3,81.814030571,5,238.74821649,4,141.28538193,3,103.45680533,6,301.90576828,4,178.66048345,3,65.145696447,4,190.1069869,3,112.50068649,3,"'1 Adequate'","'Central City'","'1940-1959'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'4 60 - 80% AMI'","'3 50 - 60% AMI'","'.'","'2 30% to 50%'","'-5'","'-5'"
"41809","'599258830341'",47,"'3'","'1'",79200,1394,21400,35650,57050,18612,3,1960,"'1'",1,180000,-6,"'1'",1,6,712.48485004,3,36987,"'3'",1559,1,"'1'",342,37.5,1575.7718507,2270.852407,1793.1986097,1425.3302019,37000,-9,79200,21400,35650,57050,71280,24728.888889,41195.555556,65924.444444,82368,0.5057993349,51.88973064,3,198.72662798,3,66.332496413,2,76.523497025,4,338.65717833,4,113.03958757,3,87.082294565,5,385.38547382,4,128.63691605,3,110.27838029,6,488.04049152,4,162.90189433,3,69.217667148,4,306.32499504,4,102.24750372,3,"'3 Severely Indadequa'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'4 60 - 80% AMI'","'3 50 - 60% AMI'","'.'","'3 50% or More'","'-5'","'-5'"
"44751","'629010930113'",59,"'5'","'3'",55846,949,13750,22897,36614,15492,3,1995,"'1'",1,170000,-6,"'1'",1,5,1628.4279469,2,50000,"'1'",427,1,"'1'",193,55,1377.8123035,2034.2772733,1583.159798,1235.728524,0,-9,55846,13750,22897,36614,44676.8,17875,29766.1,47598.2,58079.84,0.10248,111.91490886,6,322.74722437,4,131.71759747,3,94.890915917,5,355.74807733,4,145.1857011,3,109.03334431,6,408.76834444,4,166.82400401,3,140.10212654,7,525.24587485,4,214.36009202,3,85.105504701,5,319.06236097,4,130.21375385,3,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'7 120% AMI +'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"63621","'999900021754'",86,"'2'","'1'",90900,1223,21800,36400,53750,14007,1,1980,"'1'",1,-6,-6,"'2'",7,3,242.8099071,2,14487,"'1'",67,3,"'2'",67,0,67,67,67,67,4500,0,90900,21800,36400,53750,72720,20437.5,34125,50390.625,68175,0.0554980327,19.921617162,1,103.426858,2,29.613654947,1,3.9310597726,1,19.133290498,1,5.4783319706,1,3.9310597726,1,19.133290498,1,5.4783319706,1,3.9310597726,1,19.133290498,1,5.4783319706,1,3.9310597726,1,19.133290498,1,5.4783319706,1,"'1 Adequate'","'-5'","'1980-1989'","'3 5-19 units'","'1 1BR'","'2 Renter'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'2 100-150% Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'0 Not Assisted'","'1 Less than 30%'","'-5'","'-5'"
"29909","'486391360142'",58,"'2'","'1'",95354,1469,27087,45139,62792,18070,2,1995,"'1'",1,200000,-6,"'1'",120,5,1157.2855346,3,4100,"'1'",495,5,"'1'",174,145.83333333,1649.0242786,2421.3360078,1890.6095663,1481.866891,0,-9,95354,27087,45139,62792,85818.6,27087,45139,62792,85818.6,1.4487804878,4.7775190926,1,22.689540675,1,6.9775357386,1,76.860926587,5,365.0302775,4,112.25488622,3,88.121202924,5,418.50792835,4,128.70044699,3,112.85833177,6,535.99026183,4,164.8288637,3,69.069730386,4,328.02808877,4,100.87589456,3,"'1 Adequate'","'-5'","'1990-1999'","'5 50+ units'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'1 LTE Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'1 LTE 50% FMR'","'5 80 - 100% AMI'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'4 60 - 80% AMI'","'1 LTE 30% AMI'","'.'","'3 50% or More'","'-5'","'-5'"
"56910","'999900010550'",-9,"'4'","'3'",49074,873,10666,17755,28401,-6,3,1995,"'3'",2,-6,1,"'-6'",1,5,2557.7751899,-6,-6,"'-6'",-6,6,"'2'",207,200,1157,1157,1157,1157,-9,-9,49074,10666,17755,28401,-9,15846.628571,26378.857143,42195.771429,51036.96,-9,-9,-9,-9,-9,-9,-9,90.679382158,5,-9,-9,132.53150057,3,90.679382158,5,-9,-9,132.53150057,3,90.679382158,5,-9,-9,132.53150057,3,90.679382158,5,-9,-9,132.53150057,3,"'-5'","'-5'","'1990-1999'","'6 Mobile Home'","'3 3BR'","'2 Renter'","'.'","'.'","'.'","'.'","'.'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'.'","'5 80 - 100% AMI'","'5 80 - 100% AMI'","'5 80 - 100% AMI'","'5 80 - 100% AMI'","'.'","'.'","'.'","'-5'","'-5'"
"11318","'276822300141'",51,"'1'","'1'",63000,1474,20600,34400,55000,15470,2,1919,"'1'",1,-6,-6,"'2'",28,4,2082.43095,2,6000,"'3'",503,4,"'2'",88,0,503,503,503,503,0,1,63000,20600,34400,55000,50400,23175,38700,61875,56700,1.006,11.904761905,1,38.784744667,1,10.176390773,1,35.485008818,1,130.05817712,2,34.124830393,1,35.485008818,1,130.05817712,2,34.124830393,1,35.485008818,1,130.05817712,2,34.124830393,1,35.485008818,1,130.05817712,2,34.124830393,1,"'3 Severely Indadequa'","'Central City'","'-5'","'4 20-49 units'","'2 2BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'1 LTE Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'3 50% or More'","'-5'","'-5'"
"28042","'458549670145'",52,"'1'","'2'",73600,1231,15500,25800,41250,12005,3,1950,"'1'",1,130000,-6,"'1'",3,5,981.35316685,1,103000,"'1'",1134,2,"'1'",129,31.25,1024.2241144,1526.2267384,1181.2545514,915.5718125,78000,-9,73600,15500,25800,41250,51520,23028.571429,38331.428571,61285.714286,76544,0.1321165049,199.92236025,7,857.9758434,4,209.17952884,3,53.523417351,3,341.26584404,4,83.202608808,2,61.729439352,4,393.58752235,4,95.958940003,2,79.756832065,4,508.53035848,4,123.98267574,3,47.845516957,2,305.06349438,4,74.376264216,2,"'1 Adequate'","'Central City'","'1940-1959'","'2 2-4 units'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"49397","'697381330133'",86,"'2'","'1'",95372,1390,20057,33406,46047,11080,2,1975,"'1'",1,130000,-6,"'1'",1,5,770.04994087,1,16000,"'1'",393,1,"'1'",169.41666667,85,1118.3907811,1620.3934051,1275.4212181,1009.7384792,0,-9,95372,20057,33406,46047,66760.4,25787.571429,42950.571429,59203.285714,85834.8,0.29475,23.966303377,1,144.40433213,2,28.776978417,1,52.118291467,3,403.75118451,4,80.459768424,2,59.436089703,3,460.44087296,4,91.756922166,2,75.512188766,5,584.97956862,4,116.57506511,3,47.05496974,2,364.52652677,4,72.643056055,2,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 100-150% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'5 80 - 100% AMI'","'2 30 - 50% AMI'","'1 LTE 30% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"35428","'500992390144'",53,"'5'","'3'",50222,888,12578,20951,33517,15492,3,1985,"'1'",1,130000,-6,"'1'",1,6,2163.0130497,2,80037,"'1'",270,1,"'1'",129.41666667,32.5,1025.8907811,1527.8934051,1182.9212181,917.23847916,78000,-9,50222,12578,20951,33517,40177.6,16351.4,27236.3,43572.1,52230.88,0.0404812774,199.20801641,7,516.63439194,4,225.32939189,3,78.565843125,4,264.88272169,4,115.52824111,3,90.59171265,5,305.42763184,4,133.21184889,3,117.01073427,6,394.4986845,4,172.06006814,3,70.244918651,4,236.82893859,4,103.29262153,3,"'1 Adequate'","'-5'","'1980-1989'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'4 60 - 80% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"5331","'189381710147'",81,"'1'","'3'",63800,1116,13450,22350,35750,11080,4,1960,"'1'",1,140000,-6,"'1'",1,9,2608.8340456,1,8760,"'1'",1264,1,"'1'",247,35.5,1212.9336617,1753.5518721,1382.0433631,1095.9234904,0,-9,63800,13450,22350,35750,44660,22288.571429,37037.142857,59242.857143,74008,1.7315068493,19.614867891,1,79.061371841,1,19.623655914,1,65.556894481,4,437.88218834,4,108.68581198,3,74.696971305,4,498.93262205,4,123.83901103,3,94.776341592,5,633.05121737,4,157.12830395,3,59.232704053,3,395.64024923,4,98.201029604,2,"'1 Adequate'","'Central City'","'1960-1979'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'1 LTE Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'1 LTE 30% AMI'","'.'","'3 50% or More'","'-5'","'-5'"
"48706","'689717110145'",72,"'1'","'3'",59700,978,14350,23900,38200,13948,3,1960,"'1'",1,90000,-6,"'1'",1,7,2797.9818098,2,34620,"'1'",680,1,"'1'",338.75,98.416666667,1035.302592,1382.8428702,1144.0159715,960.08176763,0,-9,59700,14350,23900,38200,47760,18655,31070,49660,62088,0.2357019064,72.487437186,4,248.20762833,4,88.496932515,2,66.699046002,4,296.9035251,4,105.85916074,3,73.702871506,4,328.08029008,4,116.97504821,3,89.089219828,5,396.57094069,4,141.3949765,3,61.852967892,4,275.3317372,4,98.1678699,2,"'1 Adequate'","'Central City'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"57226","'999900010923'",42,"'1'","'3'",66200,1290,17900,29800,47700,18097,3,1970,"'1'",1,-6,-6,"'2'",10,5,1752.8169401,3,33901,"'1'",1052,3,"'2'",152,0,1052,1052,1052,1052,33940,0,66200,17900,29800,47700,59580,20684.444444,34435.555556,55120,68848,0.3723783959,56.899966432,3,187.32939161,3,65.699612403,2,61.120148733,4,232.52472786,4,81.550387597,2,61.120148733,4,232.52472786,4,81.550387597,2,61.120148733,4,232.52472786,4,81.550387597,2,61.120148733,4,232.52472786,4,81.550387597,2,"'1 Adequate'","'Central City'","'1960-1979'","'3 5-19 units'","'3 3BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'3 50 - 60% AMI'","'0 Not Assisted'","'2 30% to 50%'","'-5'","'-5'"
"57766","'999900011604'",35,"'1'","'2'",54100,394,11800,19600,31400,12055,0,1950,"'1'",1,-6,-6,"'2'",80,2,136.77261094,1,800,"'1'",25,5,"'2'",0,0,25,25,25,25,0,1,54100,11800,19600,31400,37870,11800,19600,31400,37870,0.375,2.1124900977,1,6.6362505185,1,5.076142132,1,2.6406126221,1,8.2953131481,1,6.345177665,1,2.6406126221,1,8.2953131481,1,6.345177665,1,2.6406126221,1,8.2953131481,1,6.345177665,1,2.6406126221,1,8.2953131481,1,6.345177665,1,"'1 Adequate'","'Central City'","'1940-1959'","'5 50+ units'","'0 Studio'","'2 Renter'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'2 30% to 50%'","'-5'","'-5'"
"1912","'157711330144'",56,"'1'","'4'",61900,1421,22400,37300,59650,18622,2,1940,"'1'",1,800000,-6,"'1'",1,5,2506.5393292,3,99974,"'1'",700,1,"'1'",292.25,200,5809.0137811,8898.2606979,6775.3549319,5140.3842307,99034,-9,61900,22400,37300,59650,55710,22400,37300,59650,55710,0.0840218457,179.454317,7,536.8596284,4,175.88669951,3,417.08948348,7,1247.7744133,4,408.79759191,3,486.47315972,7,1455.3442019,4,476.80189528,3,638.89863205,7,1911.343722,4,626.19709345,3,369.08161772,7,1104.152987,4,361.74414009,3,"'1 Adequate'","'Central City'","'1940-1959'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'1 Less than 30%'","'West'","'-5'"
"24711","'399292820245'",79,"'3'","'3'",61329,1032,14890,24784,39652,13984,3,1980,"'1'",1,120000,-6,"'1'",1,5,2841.7581993,2,43021,"'1'",203,1,"'1'",122,30,949.51456716,1412.9016047,1094.4657398,849.22013461,0,-9,61329,14890,24784,39652,49063.2,19357,32219.2,51547.6,63782.16,0.0566235094,87.684863604,5,307.6444508,4,104.21753876,3,59.547344722,3,271.60027665,4,92.0072255,2,68.637734425,4,313.06228255,4,106.05288176,3,88.607949601,5,404.14805626,4,136.90907022,3,53.257533744,3,242.91193782,4,82.288772734,2,"'1 Adequate'","'-5'","'1980-1989'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'5 80 - 100% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"42934","'599884920442'",71,"'2'","'3'",62066,792,15049,25050,40074,13948,2,1960,"'1'",1,100000,-6,"'1'",1,4,2313.7677298,2,39987,"'1'",197,1,"'1'",68,25,757.59547264,1143.7513372,878.38811649,674.01677884,29023,-9,62066,15049,25050,40074,49652.8,16930.125,28181.25,45083.25,55859.4,0.0591192137,80.533222698,4,286.68626326,4,126.22159091,3,54.250169006,3,217.26282553,4,95.65599402,2,62.899932079,4,251.90367551,4,110.90759047,3,81.902157004,5,328.0043984,4,144.41304763,3,48.265235849,2,193.29417231,3,85.103128642,2,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'2 30 - 50% AMI'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"5107","'189168510143'",93,"'1'","'3'",63200,910,13450,22400,35850,11067,2,1940,"'1'",1,250000,-6,"'1'",1,5,2526.2994654,1,18212,"'1'",264,1,"'1'",64,100,1825.4886816,2790.8783431,2127.4702912,1616.5419471,0,-9,63200,13450,22400,35850,44240,17292.857143,28800,46092.857143,56880,0.1739512409,41.16636528,2,164.56130839,3,50.032967033,2,128.37473148,7,659.79531277,4,200.60315182,3,149.61113159,7,768.9420046,4,233.78794409,3,196.26429979,7,1008.7208252,4,306.68992781,3,113.68086829,6,584.2746714,4,177.64197221,3,"'1 Adequate'","'Central City'","'1940-1959'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'6 100 - 120% AMI'","'2 30 - 50% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
