"","CONTROL","AGE1","METRO3","REGION","LMED","FMR","L30","L50","L80","IPOV","BEDRMS","BUILT","STATUS","TYPE","VALUE","VACANCY","TENURE","NUNITS","ROOMS","WEIGHT","PER","ZINC2","ZADEQ","ZSMHC","STRUCTURETYPE","OWNRENT","UTILITY","OTHERCOST","COST06","COST12","COST08","COSTMED","TOTSAL","ASSISTED","GLMED","GL30","GL50","GL80","APLMED","ABL30","ABL50","ABL80","ABLMED","BURDEN","INCRELAMIPCT","INCRELAMICAT","INCRELPOVPCT","INCRELPOVCAT","INCRELFMRPCT","INCRELFMRCAT","COST06RELAMIPCT","COST06RELAMICAT","COST06RELPOVPCT","COST06RELPOVCAT","COST06RELFMRPCT","COST06RELFMRCAT","COST08RELAMIPCT","COST08RELAMICAT","COST08RELPOVPCT","COST08RELPOVCAT","COST08RELFMRPCT","COST08RELFMRCAT","COST12RELAMIPCT","COST12RELAMICAT","COST12RELPOVPCT","COST12RELPOVCAT","COST12RELFMRPCT","COST12RELFMRCAT","COSTMedRELAMIPCT","COSTMedRELAMICAT","COSTMedRELPOVPCT","COSTMedRELPOVCAT","COSTMedRELFMRPCT","COSTMedRELFMRCAT","FMTZADEQ","FMTMETRO3","FMTBUILT","FMTSTRUCTURETYPE","FMTBEDRMS","FMTOWNRENT","FMTCOST06RELPOVCAT","FMTCOST08RELPOVCAT","FMTCOST12RELPOVCAT","FMTCOSTMEDRELPOVCAT","FMTINCRELPOVCAT","FMTCOST06RELFMRCAT","FMTCOST08RELFMRCAT","FMTCOST12RELFMRCAT","FMTCOSTMEDRELFMRCAT","FMTINCRELFMRCAT","FMTCOST06RELAMICAT","FMTCOST08RELAMICAT","FMTCOST12RELAMICAT","FMTCOSTMEDRELAMICAT","FMTINCRELAMICAT","FMTASSISTED","FMTBURDEN","FMTREGION","FMTSTATUS"
"40015","'589493320147'",56,"'2'","'4'",84100,2525,27450,45750,73200,23863,4,1950,"'1'",1,750000,-6,"'1'",1,8,2463.1187983,4,159848,"'1'",2051,1,"'1'",133,70.833333333,5188.2993781,8084.4683626,6094.244207,4561.4591747,159900,-9,84100,27450,45750,73200,84100,31842,53070,84912,97556,0.1539712727,190.06896552,7,669.85710095,4,158.26534653,3,212.73112379,7,869.68099202,4,205.47720309,3,249.8767562,7,1021.538651,4,241.35620622,3,331.48010835,7,1355.1470247,4,320.17696485,3,187.02936466,7,764.60783215,4,180.6518485,3,"'1 Adequate'","'-5'","'1940-1959'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'1 Less than 30%'","'West'","'-5'"
"34739","'500264580243'",50,"'5'","'4'",59156,1262,18221,30383,48592,24218,4,1990,"'1'",1,550000,-6,"'1'",1,10,3888.6003961,4,94948,"'1'",3956,1,"'1'",189,250,4094.2750995,6218.1323548,4758.6346407,3634.5922836,95000,-9,59156,18221,30383,48592,59156,21136.36,35244.28,56366.72,68620.96,0.4999789358,160.50442897,7,392.05549591,4,188.09033281,3,238.66032183,7,676.23669989,4,324.42750392,3,277.38665508,7,785.96657704,4,377.07089071,3,362.46256857,7,1027.0265678,4,492.72047185,3,211.86484617,7,600.31254169,4,288.00255813,3,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'2 30% to 50%'","'West'","'-5'"
"35029","'500542590145'",45,"'1'","'4'",86700,1499,18350,30600,48950,12005,2,1990,"'1'",1,300000,-6,"'1'",1,5,4280.1803417,1,49987,"'1'",2159,1,"'1'",142.41666667,425,2561.2030846,3719.6706784,2923.5810161,2310.4670032,50000,-9,86700,18350,30600,48950,60690,23592.857143,39342.857143,62935.714286,78030,0.5182947566,82.364475202,5,416.38483965,4,83.36724483,2,131.29325052,7,853.37878703,4,170.86077949,3,149.86958945,7,974.12112158,4,195.03542469,3,190.6790044,7,1239.3738204,4,248.14347421,3,118.43993352,6,769.83490319,4,154.13388947,3,"'1 Adequate'","'Central City'","'1990-1999'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'6 100 - 120% AMI'","'5 80 - 100% AMI'","'.'","'3 50% or More'","'West'","'-5'"
"57354","'999900011074'",29,"'1'","'3'",55926,1025,15090,25134,40205,18574,3,2010,"'1'",1,-6,-6,"'2'",6,5,3171.4161928,3,21500,"'1'",775,3,"'2'",116,14,775,775,775,775,16000,0,55926,15090,25134,40205,50333.4,17437.333333,29043.733333,46459.111111,58163.04,0.4325581395,42.715175212,2,115.7532034,2,52.43902439,2,53.298452075,3,166.8999677,3,75.609756098,2,53.298452075,3,166.8999677,3,75.609756098,2,53.298452075,3,166.8999677,3,75.609756098,2,53.298452075,3,166.8999677,3,75.609756098,2,"'1 Adequate'","'Central City'","'After 2010'","'3 5-19 units'","'3 3BR'","'2 Renter'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'2 100-150% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'2 30 - 50% AMI'","'0 Not Assisted'","'2 30% to 50%'","'-5'","'-5'"
"51706","'730199080240'",61,"'4'","'2'",52006,634,11391,18965,30336,12005,2,1995,"'1'",1,80000,-6,"'1'",1,5,1690.9347935,1,48056,"'1'",218,1,"'1'",91,80.75,703.42637811,1012.3510698,800.06049319,636.56342307,46000,-9,52006,11391,18965,30336,36404.2,14645.571429,24383.571429,39003.428571,46805.4,0.0544364908,132.00674647,7,400.29987505,4,189.49526814,3,60.114976316,3,234.37780195,4,110.95053282,3,68.373349502,4,266.57575783,4,126.19250681,3,86.515749874,5,337.30981084,4,159.67682489,3,54.400853156,3,212.09943293,4,100.40432541,3,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"5917","'189954200149'",-9,"'1'","'1'",63000,1243,18050,30100,48100,-6,1,1919,"'3'",1,-6,1,"'-6'",2,3,990.91695992,-6,-6,"'-6'",-6,2,"'2'",65,0,1265,1265,1265,1265,-9,-9,63000,18050,30100,48100,-9,19339.285714,32250,51535.714286,47250,-9,-9,-9,-9,-9,-9,-9,107.08994709,4,-9,-9,101.7699115,3,107.08994709,4,-9,-9,101.7699115,3,107.08994709,4,-9,-9,101.7699115,3,107.08994709,4,-9,-9,101.7699115,3,"'-5'","'Central City'","'-5'","'2 2-4 units'","'1 1BR'","'2 Renter'","'.'","'.'","'.'","'.'","'.'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'.'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'.'","'.'","'.'","'-5'","'-5'"
"50419","'699450810845'",52,"'5'","'1'",62611,706,15361,25589,40871,15517,1,1919,"'1'",1,-6,-6,"'2'",4,2,1927.5660776,2,3378,"'1'",624,2,"'2'",0,24.416666667,624,624,624,624,1500,0,62611,15361,25589,40871,50088.8,14400.9375,23989.6875,38316.5625,46958.25,2.21669627,6.7440226158,1,21.769671973,1,11.961756374,1,53.153599208,3,160.85583554,3,88.385269122,2,53.153599208,3,160.85583554,3,88.385269122,2,53.153599208,3,160.85583554,3,88.385269122,2,53.153599208,3,160.85583554,3,88.385269122,2,"'1 Adequate'","'-5'","'-5'","'2 2-4 units'","'1 1BR'","'2 Renter'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'1 LTE 30% AMI'","'0 Not Assisted'","'3 50% or More'","'-5'","'-5'"
"58464","'999900012501'",-9,"'1'","'3'",59516,579,12515,20859,33372,-6,1,1970,"'3'",1,-6,1,"'-6'",4,3,112.21442105,-6,-6,"'-6'",-6,2,"'2'",0,0,444,444,444,444,-9,-9,59516,12515,20859,33372,-9,13408.928571,22348.928571,35755.714286,44637,-9,-9,-9,-9,-9,-9,-9,39.787620136,2,-9,-9,76.683937824,2,39.787620136,2,-9,-9,76.683937824,2,39.787620136,2,-9,-9,76.683937824,2,39.787620136,2,-9,-9,76.683937824,2,"'-5'","'Central City'","'1960-1979'","'2 2-4 units'","'1 1BR'","'2 Renter'","'.'","'.'","'.'","'.'","'.'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'.'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'.'","'.'","'.'","'-5'","'-5'"
"12650","'286853930146'",57,"'2'","'4'",70724,1007,18866,31413,49608,15923,1,1919,"'1'",1,-6,-6,"'2'",1,3,2998.4742984,2,6947,"'1'",550,1,"'2'",0,0,550,550,550,550,0,0,70724,18866,31413,49608,56579.2,17686.875,29449.6875,46507.5,53043,0.9500503815,12.27836378,1,43.628713182,1,17.246772592,1,41.475783798,2,138.16491867,2,54.617676266,2,41.475783798,2,138.16491867,2,54.617676266,2,41.475783798,2,138.16491867,2,54.617676266,2,41.475783798,2,138.16491867,2,54.617676266,2,"'1 Adequate'","'-5'","'-5'","'1 Single Family'","'1 1BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'1 LTE 30% AMI'","'0 Not Assisted'","'3 50% or More'","'West'","'-5'"
"29021","'480818180145'",33,"'1'","'4'",84100,2268,29650,49450,79100,28824,3,1950,"'1'",1,-6,-6,"'2'",1,5,2687.7520059,5,52917,"'1'",958,1,"'2'",374.58333333,0,958,958,958,958,45756,0,84100,29650,49450,79100,90828,28551.851852,47618.518519,76170.37037,87464,0.2172458756,58.260668516,3,183.5865945,3,58.330026455,2,43.812311351,2,132.94476825,2,42.239858907,1,43.812311351,2,132.94476825,2,42.239858907,1,43.812311351,2,132.94476825,2,42.239858907,1,43.812311351,2,132.94476825,2,42.239858907,1,"'1 Adequate'","'Central City'","'1940-1959'","'1 Single Family'","'3 3BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'3 150-200% Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'2 50.1 - 100% FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'3 50 - 60% AMI'","'0 Not Assisted'","'1 Less than 30%'","'West'","'-5'"
"22675","'389295530146'",93,"'2'","'4'",63100,1568,13600,22650,36250,11067,3,1975,"'1'",1,100000,-6,"'1'",1,5,2390.0642813,1,38328,"'1'",281,1,"'1'",148.08333333,25,837.67880597,1223.8346706,958.47144982,754.10011218,0,-9,63100,13600,22650,36250,44170,20205.714286,33651.428571,53857.142857,65624,0.0879774577,86.77382839,5,346.32691786,4,61.109693878,2,51.059295744,2,302.76635257,4,53.423393238,2,58.422007182,3,346.4250293,4,61.127005729,2,74.596773776,4,442.33655754,4,78.050680521,2,45.964897731,2,272.55809602,4,48.093119399,1,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'2 50.1 - 100% FMR'","'2 30 - 50% AMI'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'5 80 - 100% AMI'","'.'","'1 Less than 30%'","'West'","'-5'"
"34929","'500431530103'",61,"'5'","'1'",61917,1257,15572,25979,41205,15452,4,2006,"'1'",1,250000,-6,"'1'",1,6,2491.949028,2,104800,"'1'",2277,1,"'1'",564,167.5,2392.9886816,3358.3783431,2694.9702912,2184.0419471,0,-9,61917,15572,25979,41205,49533.6,22579.4,37669.55,59747.25,71823.72,0.2607251908,211.57355815,7,678.22935542,4,208.43277645,3,133.27010529,7,619.46380575,4,190.3730057,3,150.08803728,7,697.63662729,4,214.3970001,3,187.03449741,7,869.3705263,4,267.17409253,3,121.63346299,7,565.37456565,4,173.75035379,3,"'1 Adequate'","'-5'","'2000-2009'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"56971","'999900010627'",26,"'1'","'3'",65600,924,13850,23050,36900,12005,2,1980,"'1'",1,50000,-6,"'1'",2,5,2836.3664881,1,314235,"'1'",1282,2,"'1'",156.5,125,613.79773632,806.87566862,674.19405825,572.00838942,0,-9,65600,13850,23050,36900,45920,17807.142857,29635.714286,47442.857143,59040,0.0489569908,684.30966899,7,2617.5343607,4,850.20292208,3,41.585212488,2,204.51403126,4,66.428326441,2,45.677104217,2,224.63775368,4,72.964724918,2,54.666373212,3,268.84653682,4,87.32420656,2,38.753955923,2,190.59005062,3,61.905669851,2,"'1 Adequate'","'Central City'","'1980-1989'","'2 2-4 units'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'3 50 - 60% AMI'","'2 30 - 50% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"30151","'487246990149'",25,"'1'","'1'",76291,994,18708,31181,47213,15492,2,1975,"'1'",1,-6,-6,"'2'",8,4,3243.6324739,2,27889,"'1'",830,3,"'2'",79,0,830,830,830,830,27915,0,76291,18708,31181,47213,61032.8,21046.5,35078.625,53114.625,68661.9,0.3571300513,45.69510165,2,180.02194681,3,70.143360161,2,48.352871097,2,214.30415698,4,83.501006036,2,48.352871097,2,214.30415698,4,83.501006036,2,48.352871097,2,214.30415698,4,83.501006036,2,48.352871097,2,214.30415698,4,83.501006036,2,"'1 Adequate'","'Central City'","'1960-1979'","'3 5-19 units'","'2 2BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'0 Not Assisted'","'2 30% to 50%'","'-5'","'-5'"
"52375","'730472070142'",84,"'2'","'4'",70724,2101,16505,27499,43405,11080,4,1995,"'1'",1,620000,-6,"'1'",1,8,1431.609166,1,25800,"'1'",1015,1,"'1'",168.66666667,221.66666667,4510.8252637,6904.9916242,5259.7396556,3992.6373622,0,-9,70724,16505,27499,43405,49506.8,27351.142857,45569.771429,71928.285714,82039.84,0.4720930233,52.114053019,2,232.85198556,4,30.699666825,1,219.93340132,7,1628.4567739,4,214.69896543,3,256.44806989,7,1898.8229804,4,250.34458142,3,336.66528965,7,2492.7767596,4,328.65262371,3,194.66821789,7,1441.3853293,4,190.03509577,3,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'1 LTE 50% FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'2 30 - 50% AMI'","'.'","'2 30% to 50%'","'West'","'-5'"
"19453","'364502330133'",27,"'2'","'2'",64810,1094,17515,29192,46660,18595,3,1960,"'1'",1,120000,-6,"'1'",1,6,505.86430116,3,151276,"'1'",846,1,"'1'",271,29.75,1098.2645672,1561.6516047,1243.2157398,997.97013461,136000,-9,64810,17515,29192,46660,58329,20239.555556,33732.977778,53918.222222,67402.4,0.067109125,259.34955168,7,813.53051896,4,345.69469835,3,65.176585235,4,236.24943634,4,100.38981418,3,73.778722407,4,267.43011343,4,113.63946433,3,92.676320409,5,335.92935836,4,142.74694741,3,59.224605332,3,214.67494157,4,91.222132963,2,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"36944","'575583190140'",28,"'1'","'1'",79200,1394,29450,49150,78600,36991,3,1930,"'1'",1,-6,-6,"'2'",1,6,922.18445901,7,11574,"'1'",990,1,"'2'",339.66666667,0,990,990,990,990,0,0,79200,29450,49150,78600,98208,24700,41222.580645,65922.580645,82368,1.0264385692,11.785190616,1,31.288691844,1,20.756814921,1,48.076923077,2,107.05306696,2,71.018651363,2,48.076923077,2,107.05306696,2,71.018651363,2,48.076923077,2,107.05306696,2,71.018651363,2,48.076923077,2,107.05306696,2,71.018651363,2,"'1 Adequate'","'Central City'","'-5'","'1 Single Family'","'3 3BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'1 LTE 30% AMI'","'0 Not Assisted'","'3 50% or More'","'-5'","'-5'"
"49695","'699073840145'",40,"'4'","'3'",59547,1004,18314,30523,48544,23500,3,1960,"'1'",1,100000,-6,"'1'",1,5,2554.0141997,4,174961,"'1'",1003,1,"'1'",261,100,1025.5954726,1411.7513372,1146.3881165,942.01677884,175000,-9,59547,18314,30523,48544,59547,19046.56,31743.92,50485.76,61928.88,0.0687924738,293.82000772,7,744.51489362,4,435.65986056,3,66.243437481,4,174.56944215,3,102.15094349,3,74.045460954,4,195.12989217,3,114.18208332,3,91.185329832,5,240.29809995,4,140.61268299,3,60.845071239,3,160.34328151,3,93.826372395,2,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'3 150-200% Poverty'","'3 150-200% Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'3 50 - 60% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"23029","'389631570142'",65,"'2'","'2'",52100,928,18000,30000,48000,28383,3,1950,"'1'",1,70000,-6,"'1'",1,6,2181.6562615,5,38785,"'1'",604,1,"'1'",170.5,17.25,652.96683085,923.27593606,737.52168154,594.46174519,0,-9,52100,18000,30000,48000,56268,17333.333333,28888.888889,46222.222222,54184,0.1868763697,68.929053814,4,136.64869816,2,104.48545259,3,48.203663875,2,92.022243011,1,70.362805048,2,54.445716931,3,103.93850989,2,79.474319132,2,68.158566076,4,130.11675102,2,99.490941386,2,43.884670396,2,83.777154662,1,64.058377714,2,"'1 Adequate'","'-5'","'1940-1959'","'1 Single Family'","'3 3BR'","'1 Owner'","'1 LTE Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'1 LTE Poverty'","'2 100-150% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 30 - 50% AMI'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"35847","'504711930141'",36,"'1'","'4'",61900,1421,24850,41400,66250,23401,2,1985,"'1'",1,-6,-6,"'2'",4,4,2082.1576995,4,43974,"'1'",169,2,"'2'",168,0,169,169,169,169,44000,0,61900,24850,41400,66250,61900,22365,37260,59625,55710,0.0461181607,71.040387722,3,187.91504637,3,77.36453202,2,12.134266738,1,28.887654374,1,11.893033075,1,12.134266738,1,28.887654374,1,11.893033075,1,12.134266738,1,28.887654374,1,11.893033075,1,12.134266738,1,28.887654374,1,11.893033075,1,"'1 Adequate'","'Central City'","'1980-1989'","'2 2-4 units'","'2 2BR'","'2 Renter'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'3 150-200% Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'2 50.1 - 100% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'3 50 - 60% AMI'","'0 Not Assisted'","'1 Less than 30%'","'West'","'-5'"
"8570","'199919980141'",87,"'5'","'4'",50296,1125,13115,21859,34939,13964,3,1980,"'1'",2,130000,-6,"'1'",1,6,2426.7704379,2,15987,"'1'",298,6,"'1'",149.33333333,82.5,1095.8074478,1597.8100717,1252.8378848,987.15514583,0,-9,50296,13115,21859,34939,40236.8,17049.5,28416.7,45420.7,52307.84,0.2236817414,39.732284874,2,114.48725294,2,35.526666667,1,83.79680352,4,313.89500079,4,97.405106468,2,95.804979504,5,358.87650667,4,111.36336754,3,122.18513108,7,457.69409102,4,142.02756193,3,75.488121538,4,282.77145398,4,87.747124074,2,"'1 Adequate'","'-5'","'1980-1989'","'6 Mobile Home'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 100-150% Poverty'","'2 50.1 - 100% FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'7 120% AMI +'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'.'","'1 Less than 30%'","'West'","'-5'"
